temp_huan1,temp_21#bellow_sul,temp_20#bellow_sul,temp_24#bellow_nor,temp_23#bellow_nor,temp_22#bellow_nor,temp_21#bellow_nor,temp_20#bellow_nor,prequency_fan_2,pressure_flue_sul,pressure_flue_nor,temp_flue_nor,thickness,hun2_water,hun2_waterq,zhonghe,fankuang,SS_FeO_value,SS_FeO_value.1,SS_FeO_value.2
352.0,464.0,459.2,424.2,474.4,466.6,469.0,417.8,6.0708,-13.4946,-13.42,155.2,768.5308,6.0076,60.0,0.595840106,0.250096839,0.0,0.0,0.0
350.2,461.4,454.4,422.2,472.4,461.4,465.8,414.4,6.0716,-13.4906,-13.421,155.2,768.1402,6.0392,60.0,0.597111094,0.249004331,0.0,0.0,0.0
350.8,457.8,447.6,420.8,470.2,458.4,463.0,413.6,6.1032,-13.4858,-13.422,152.6,766.4308,6.0678,60.0,0.597363577,0.249171517,0.0,0.0,0.0
351.6,454.2,440.8,419.6,468.0,456.0,460.2,412.8,6.1092,-13.4848,-13.421,150.0,764.347,6.059,60.0,0.599263388,0.247624146,9.48,9.48,9.6
352.4,450.6,437.2,419.0,467.0,453.6,457.4,413.2,6.151,-13.4916,-13.42,150.0,762.2632,6.0502,60.0,0.601163199,0.246076774,0.0,0.0,0.0
352.2,447.2,430.6,417.4,465.6,451.4,456.2,414.0,6.1458,-13.4964,-13.422,152.6,760.977,5.9996,60.0,0.600952607,0.245851781,0.0,0.0,0.0
352.0,443.8,424.0,415.8,464.2,451.0,455.0,414.8,6.1406,-13.5012,-13.424,155.2,758.5674,5.9556,60.0,0.601079046,0.245377525,0.0,0.0,0.0
350.2,442.2,421.0,415.0,463.8,450.4,455.0,415.2,6.068,-13.503,-13.425,157.8,756.4346,5.9578,60.0,0.602084706,0.244247121,9.6,9.6,9.6
348.4,440.8,417.6,413.6,463.4,450.4,455.2,414.8,6.0196,-13.503,-13.4348,160.4,757.509,5.9622,60.0,0.600853524,0.24491335,0.0,0.0,0.0
347.4,439.4,415.2,412.4,463.0,450.6,455.4,413.4,5.9726,-13.4962,-13.4358,160.4,761.5464,5.9848,60.0,0.599622342,0.245579578,0.0,0.0,0.0
347.4,439.6,415.8,412.2,463.0,450.6,455.6,411.6,5.9726,-13.4914,-13.4338,157.8,764.7862,6.0492,60.0,0.600501563,0.244923429,0.0,0.0,0.0
347.4,440.8,416.4,412.0,463.2,450.4,455.6,409.8,5.9726,-13.4866,-13.4318,155.2,768.026,6.1136,60.0,0.601380784,0.24426728,9.6,9.6,9.52
348.4,442.0,417.6,455.0,462.6,449.2,454.6,406.4,6.0094,-13.477,-13.4278,155.2,769.3772,6.0952,60.0,0.599888802,0.2463466,0.0,0.0,0.0
349.6,442.0,419.2,455.0,461.2,448.0,452.6,402.0,6.016,-13.4692,-13.4122,155.2,770.7284,6.0768,60.0,0.59839682,0.24842592,0.0,0.0,0.0
349.6,442.0,419.6,455.0,459.8,444.4,450.6,399.8,6.0044,-13.4644,-13.4074,155.2,772.3564,6.0622,60.0,0.597925858,0.249231555,0.0,0.0,0.0
349.6,441.8,420.0,455.0,458.4,440.8,444.0,397.6,5.9928,-13.4596,-13.4026,155.2,773.9844,6.0476,60.0,0.597454896,0.25003719,9.52,9.52,9.5
349.6,440.6,420.4,455.0,456.8,447.2,437.6,395.4,5.9812,-13.4548,-13.3978,155.2,775.6124,6.033,60.0,0.596983934,0.250842825,0.0,0.0,0.0
347.6,438.8,418.6,418.0,464.8,454.8,432.0,394.8,5.9584,-13.4478,-13.391,155.2,777.5986,6.052,60.0,0.59742645,0.24963678,0.0,0.0,0.0
345.4,438.0,416.8,426.8,473.6,462.4,427.2,396.0,5.9672,-13.437,-13.389,155.2,778.0708,6.0872,60.0,0.599681154,0.247274754,0.0,0.0,0.0
342.8,437.2,416.2,436.2,474.4,462.0,426.8,395.0,5.984,-13.4388,-13.385,157.6,779.0802,6.0858,60.0,0.599104859,0.24773716,9.5,9.5,9.52
340.2,436.6,415.6,445.6,475.2,467.2,431.0,394.0,6.0008,-13.4406,-13.381,160.0,780.0896,6.0844,60.0,0.598528564,0.248199566,0.0,0.0,0.0
337.6,436.8,416.2,451.0,481.0,462.6,437.8,394.0,6.0316,-13.4454,-13.378,162.4,777.4686,6.0572,60.0,0.597835858,0.248430352,0.0,0.0,0.0
336.8,437.6,418.4,449.2,478.0,460.8,444.8,394.0,6.028,-13.466,-13.383,161.8,773.1382,6.0704,60.0,0.59834054,0.248351845,0.0,0.0,0.0
336.4,438.4,420.6,447.4,475.0,459.0,451.8,394.0,6.0244,-13.4866,-13.388,161.2,770.3218,6.0674,60.0,0.597033033,0.249429321,9.52,9.52,9.6
336.8,439.6,421.8,446.6,481.6,468.4,455.4,395.0,6.0296,-13.4984,-13.393,160.8,766.7402,6.068,60.0,0.597620321,0.249065967,0.0,0.0,0.0
338.4,440.8,422.8,446.0,489.2,473.0,460.2,397.6,6.0618,-13.5132,-13.4078,160.2,763.1586,6.0686,60.0,0.59820761,0.248702612,0.0,0.0,0.0
341.8,442.0,423.2,451.0,494.0,479.6,464.8,400.4,6.036,-13.5288,-13.4294,159.8,762.605,6.0884,60.0,0.599623967,0.2479153,0.0,0.0,0.0
346.6,443.6,424.4,454.4,499.6,483.6,469.8,403.4,6.0162,-13.5376,-13.4508,159.6,761.449,6.1046,60.0,0.598861048,0.248384664,9.6,9.6,9.58
352.6,446.6,427.6,457.8,505.2,487.6,475.0,404.6,5.9942,-13.5474,-13.4712,159.0,769.1332,6.1296,60.0,0.599492466,0.247793346,0.0,0.0,0.0
358.6,449.2,430.8,460.2,509.2,490.6,479.2,405.8,5.9722,-13.5572,-13.4916,158.4,773.8056,6.1656,60.0,0.600039068,0.24709211,0.0,0.0,0.0
362.6,452.0,435.0,462.0,511.4,492.2,481.4,403.8,6.0302,-13.566,-13.5042,158.0,772.3404,6.1796,60.0,0.598711018,0.248463843,0.0,0.0,0.0
364.8,454.0,438.6,462.2,511.4,491.8,481.2,400.6,6.1322,-13.571,-13.509,157.4,771.4776,6.2002,60.0,0.59667031,0.250491154,9.58,9.58,9.55
365.6,455.6,441.4,461.8,510.6,490.0,480.6,397.2,6.237,-13.574,-13.51,157.0,774.1802,6.187,60.0,0.596189995,0.251503439,0.0,0.0,0.0
364.4,455.0,440.4,461.0,508.4,488.2,478.6,395.4,6.2692,-13.5788,-13.509,157.0,767.2286,6.1614,60.0,0.595422875,0.252462451,0.0,0.0,0.0
364.8,454.4,438.0,459.4,506.2,485.2,476.6,392.8,6.3014,-13.5836,-13.508,157.0,760.277,6.1358,60.0,0.594655756,0.253421463,0.0,0.0,0.0
368.0,451.8,433.4,458.4,504.0,482.2,474.4,392.0,6.228,-13.5816,-13.508,156.6,756.7604,6.1146,60.0,0.596677316,0.251183723,9.55,9.55,9.55
370.6,449.2,428.4,457.8,502.2,479.6,472.4,391.8,6.148,-13.5864,-13.5148,156.2,755.8486,6.0626,60.0,0.598124216,0.249408293,0.0,0.0,0.0
372.2,446.6,423.8,457.6,500.4,478.6,470.4,392.6,6.0124,-13.595,-13.5226,155.6,761.9048,6.0004,60.0,0.600193289,0.247251765,0.0,0.0,0.0
374.2,445.8,421.0,457.8,500.6,478.4,470.2,393.6,5.9516,-13.6008,-13.5334,155.0,768.775,5.9418,60.0,0.601154829,0.246209194,0.0,0.0,0.0
375.2,446.6,421.4,458.4,500.6,479.4,470.4,396.4,5.9186,-13.6116,-13.556,154.8,771.3634,5.8948,60.0,0.602988308,0.244321964,9.55,9.55,9.39
374.2,449.2,423.2,458.0,501.4,481.2,471.6,399.0,5.8842,-13.6272,-13.5756,155.0,776.6544,5.8654,60.0,0.603907758,0.243558516,0.0,0.0,0.0
373.2,452.2,426.2,457.2,501.0,482.6,472.4,401.4,5.885,-13.631,-13.5884,155.0,775.4172,5.9086,60.0,0.603461794,0.244316538,0.0,0.0,0.0
371.4,455.2,427.6,455.2,499.6,483.0,473.2,404.8,5.9406,-13.6292,-13.6012,154.8,771.6728,5.951,60.0,0.602345869,0.245107687,0.0,0.0,0.0
369.6,457.0,429.0,453.2,497.6,482.0,472.6,408.2,5.9962,-13.6274,-13.614,154.6,767.9284,5.9934,60.0,0.601229945,0.245898835,9.39,9.39,9.35
365.0,458.4,429.8,450.4,495.2,481.4,471.8,411.8,6.0116,-13.6264,-13.609,153.8,762.377,6.077,60.0,0.598943993,0.248575383,0.0,0.0,0.0
361.2,458.4,430.8,450.6,496.0,481.8,474.0,413.6,6.0586,-13.6294,-13.604,153.2,767.3262,6.1414,60.0,0.597438002,0.250138522,0.0,0.0,0.0
358.4,457.4,430.4,452.6,498.8,484.0,477.0,412.0,6.0344,-13.6402,-13.5912,152.8,770.0612,6.1268,60.0,0.596652495,0.250266891,0.0,0.0,0.0
357.6,456.4,430.6,456.8,502.6,487.0,480.0,404.4,6.0426,-13.649,-13.5892,152.8,768.3354,6.1232,60.0,0.595914776,0.250743231,9.35,9.35,9.43
356.8,455.6,430.8,461.0,507.0,489.8,482.8,396.8,6.0508,-13.6578,-13.5872,152.8,766.1864,6.1092,60.0,0.597545003,0.24970711,0.0,0.0,0.0
358.4,453.8,429.8,467.8,511.8,492.0,483.8,387.4,6.0178,-13.6618,-13.596,152.6,768.2866,6.0468,60.0,0.597164459,0.249092173,0.0,0.0,0.0
359.8,453.4,429.8,473.0,515.2,493.8,481.6,383.8,5.9482,-13.6558,-13.6028,152.4,768.189,6.0044,60.0,0.597862145,0.24772095,0.0,0.0,0.0
359.4,456.2,432.2,476.6,518.0,495.4,481.4,383.4,5.982,-13.648,-13.6106,152.0,774.4732,6.0666,60.0,0.598124511,0.247975402,9.43,9.43,9.39
358.8,459.0,435.2,479.6,520.8,497.6,481.2,387.0,5.9842,-13.644,-13.6066,151.6,780.7574,6.1288,60.0,0.598386877,0.248229855,0.0,0.0,0.0
357.0,462.8,440.2,482.6,523.4,500.6,482.6,391.2,5.9592,-13.644,-13.6026,151.4,774.1476,6.1758,60.0,0.596333067,0.248975251,0.0,0.0,0.0
354.8,466.8,446.4,484.8,525.8,503.8,485.6,398.6,5.9782,-13.6332,-13.5928,151.2,773.5778,6.1714,60.0,0.597784648,0.247815221,0.0,0.0,0.0
